nth  paddr      vaddr       len  size section type    string
4766 0x001ea298 0x1801eb698 6    14   .rdata  utf16le sma-no
4767 0x001ea2a8 0x1801eb6a8 5    12   .rdata  utf16le zh-mo
4768 0x001ea2b8 0x1801eb6b8 5    12   .rdata  utf16le ar-jo
4769 0x001ea2c8 0x1801eb6c8 25   52   .rdata  utf16le english-trinidad y tobago
4770 0x001ea300 0x1801eb700 17   36   .rdata  utf16le trinidad & tobago
4771 0x001ea328 0x1801eb728 5    12   .rdata  utf16le fo-fo
4772 0x001ea338 0x1801eb738 5    12   .rdata  utf16le es-do
4773 0x001ea348 0x1801eb748 11   24   .rdata  utf16le puerto-rico
4774 0x001ea360 0x1801eb760 19   40   .rdata  utf16le spanish-puerto rico
4775 0x001ea388 0x1801eb788 5    12   .rdata  utf16le es-co
4776 0x001ea398 0x1801eb798 6    14   .rdata  utf16le quz-bo
4777 0x001ea3a8 0x1801eb7a8 5    12   .rdata  utf16le es-bo
4778 0x001ea3b8 0x1801eb7b8 5    12   .rdata  utf16le vi-vn
4779 0x001ea3d8 0x1801eb7d8 10   22   .rdata  utf16le uz-uz-latn
4780 0x001ea3f0 0x1801eb7f0 10   22   .rdata  utf16le az-az-latn
4781 0x001ea408 0x1801eb808 10   22   .rdata  utf16le sr-sp-latn
4782 0x001ea420 0x1801eb820 10   22   .rdata  utf16le bs-ba-latn
4783 0x001ea438 0x1801eb838 10   22   .rdata  utf16le sr-ba-latn
4784 0x001ea450 0x1801eb850 10   22   .rdata  utf16le uz-UZ-Latn
4785 0x001ea468 0x1801eb868 10   22   .rdata  utf16le az-AZ-Latn
4786 0x001ea480 0x1801eb880 10   22   .rdata  utf16le sr-SP-Latn
4787 0x001ea498 0x1801eb898 10   22   .rdata  utf16le bs-BA-Latn
4788 0x001ea4b0 0x1801eb8b0 10   22   .rdata  utf16le sr-BA-Latn
4789 0x001ea4c8 0x1801eb8c8 5    12   .rdata  utf16le ar-tn
4790 0x001ea4d8 0x1801eb8d8 14   30   .rdata  utf16le spanish-modern
4791 0x001ea500 0x1801eb900 5    12   .rdata  utf16le mn-mn
4792 0x001ea510 0x1801eb910 19   40   .rdata  utf16le german-lichtenstein
4793 0x001ea538 0x1801eb938 13   28   .rdata  utf16le great britain
4794 0x001ea558 0x1801eb958 7    16   .rdata  utf16le britain
4795 0x001ea568 0x1801eb968 5    12   .rdata  utf16le gu-in
4796 0x001ea578 0x1801eb978 5    12   .rdata  utf16le mr-in
4797 0x001ea588 0x1801eb988 5    12   .rdata  utf16le kn-in
4798 0x001ea598 0x1801eb998 5    12   .rdata  utf16le bn-in
4799 0x001ea5a8 0x1801eb9a8 5    12   .rdata  utf16le ml-in
4800 0x001ea5b8 0x1801eb9b8 6    14   .rdata  utf16le kok-in
4801 0x001ea5c8 0x1801eb9c8 5    12   .rdata  utf16le hi-in
4802 0x001ea5d8 0x1801eb9d8 5    12   .rdata  utf16le te-in
4803 0x001ea5e8 0x1801eb9e8 5    12   .rdata  utf16le ta-in
4804 0x001ea5f8 0x1801eb9f8 5    12   .rdata  utf16le sa-in
4805 0x001ea608 0x1801eba08 5    12   .rdata  utf16le pa-in
4806 0x001ea618 0x1801eba18 5    12   .rdata  utf16le es-hn
4807 0x001ea628 0x1801eba28 5    12   .rdata  utf16le zh-cn
4808 0x001ea638 0x1801eba38 5    12   .rdata  utf16le ms-bn
4809 0x001ea648 0x1801eba48 15   32   .rdata  utf16le german-austrian
4810 0x001ea668 0x1801eba68 20   42   .rdata  utf16le portuguese-brazilian
4811 0x001ea698 0x1801eba98 10   22   .rdata  utf16le australian
4812 0x001ea6b0 0x1801ebab0 13   28   .rdata  utf16le dutch-belgian
4813 0x001ea6d0 0x1801ebad0 14   30   .rdata  utf16le french-belgian
4814 0x001ea6f0 0x1801ebaf0 7    16   .rdata  utf16le belgian
4815 0x001ea700 0x1801ebb00 9    20   .rdata  utf16le norwegian
4816 0x001ea718 0x1801ebb18 15   32   .rdata  utf16le french-canadian
4817 0x001ea738 0x1801ebb38 8    18   .rdata  utf16le canadian
4818 0x001ea750 0x1801ebb50 17   36   .rdata  utf16le english-caribbean
4819 0x001ea778 0x1801ebb78 15   32   .rdata  utf16le spanish-mexican
4820 0x001ea798 0x1801ebb98 16   34   .rdata  utf16le english-american
4821 0x001ea7c0 0x1801ebbc0 11   24   .rdata  utf16le english-can
4822 0x001ea7e0 0x1801ebbe0 5    12   .rdata  utf16le am/pm
4823 0x001ea7f0 0x1801ebbf0 14   30   .rdata  utf16le united-kingdom
4824 0x001ea810 0x1801ebc10 4    10   .rdata  utf16le .com
4825 0x001ea820 0x1801ebc20 5    12   .rdata  utf16le ar-om
4826 0x001ea830 0x1801ebc30 5    12   .rdata  utf16le en-jm
4827 0x001ea840 0x1801ebc40 5    12   .rdata  utf16le hy-am
4828 0x001ea858 0x1801ebc58 10   22   .rdata  utf16le uz-uz-cyrl
4829 0x001ea870 0x1801ebc70 10   22   .rdata  utf16le az-az-cyrl
4830 0x001ea888 0x1801ebc88 10   22   .rdata  utf16le sr-sp-cyrl
4831 0x001ea8a0 0x1801ebca0 10   22   .rdata  utf16le sr-ba-cyrl
4832 0x001ea8b8 0x1801ebcb8 10   22   .rdata  utf16le uz-UZ-Cyrl
4833 0x001ea8d0 0x1801ebcd0 10   22   .rdata  utf16le az-AZ-Cyrl
4834 0x001ea8e8 0x1801ebce8 10   22   .rdata  utf16le sr-SP-Cyrl
4835 0x001ea900 0x1801ebd00 10   22   .rdata  utf16le sr-BA-Cyrl
4836 0x001ea918 0x1801ebd18 5    12   .rdata  utf16le pl-pl
4837 0x001ea928 0x1801ebd28 5    12   .rdata  utf16le nl-nl
4838 0x001ea938 0x1801ebd38 5    12   .rdata  utf16le ntdll
4839 0x001ea948 0x1801ebd48 11   24   .rdata  utf16le mscoree.dll
4840 0x001ea960 0x1801ebd60 12   26   .rdata  utf16le kernel32.dll
4841 0x001ea980 0x1801ebd80 5    12   .rdata  utf16le April
4842 0x001ea990 0x1801ebd90 5    12   .rdata  utf16le he-il
4843 0x001ea9a0 0x1801ebda0 5    12   .rdata  utf16le es-cl
4844 0x001ea9b0 0x1801ebdb0 19   40   .rdata  utf16le chinese-traditional
4845 0x001ea9d8 0x1801ebdd8 16   34   .rdata  utf16le norwegian-bokmal
4846 0x001eaa00 0x1801ebe00 5    12   .rdata  utf16le sq-al
4847 0x001eaa10 0x1801ebe10 10   22   .rdata  utf16le english-uk
4848 0x001eaa28 0x1801ebe28 17   36   .rdata  utf16le norwegian-nynorsk
4849 0x001eaa50 0x1801ebe50 5    12   .rdata  utf16le sk-sk
4850 0x001eaa60 0x1801ebe60 5    12   .rdata  utf16le ur-pk
4851 0x001eaa78 0x1801ebe78 5    12   .rdata  utf16le mk-mk
4852 0x001eaa88 0x1801ebe88 5    12   .rdata  utf16le zh-hk
4853 0x001eaa98 0x1801ebe98 5    12   .rdata  utf16le da-dk
4854 0x001eaaa8 0x1801ebea8 6    14   .rdata  utf16le slovak
4855 0x001eaab8 0x1801ebeb8 5    12   .rdata  utf16le sl-si
4856 0x001eaad0 0x1801ebed0 5    12   .rdata  utf16le es-ni
4857 0x001eaae0 0x1801ebee0 5    12   .rdata  utf16le de-li
4858 0x001eaaf8 0x1801ebef8 5    12   .rdata  utf16le sv-fi
4859 0x001eab08 0x1801ebf08 6    14   .rdata  utf16le sms-fi
4860 0x001eab18 0x1801ebf18 6    14   .rdata  utf16le smn-fi
4861 0x001eab28 0x1801ebf28 5    12   .rdata  utf16le fi-fi
4862 0x001eab38 0x1801ebf38 5    12   .rdata  utf16le se-fi
4863 0x001eab48 0x1801ebf48 5    12   .rdata  utf16le th-th
4864 0x001eab58 0x1801ebf58 16   34   .rdata  utf16le american-english
4865 0x001eab80 0x1801ebf80 13   28   .rdata  utf16le irish-english
4866 0x001eaba0 0x1801ebfa0 16   34   .rdata  utf16le american english
4867 0x001eabc8 0x1801ebfc8 5    12   .rdata  utf16le en-ph
4868 0x001eabe0 0x1801ebfe0 5    12   .rdata  utf16le March
4869 0x001eabf0 0x1801ebff0 5    12   .rdata  utf16le czech
4870 0x001eac00 0x1801ec000 5    12   .rdata  utf16le it-ch
4871 0x001eac10 0x1801ec010 5    12   .rdata  utf16le fr-ch
4872 0x001eac20 0x1801ec020 5    12   .rdata  utf16le de-ch
4873 0x001eac30 0x1801ec030 5    12   .rdata  utf16le ar-bh
4874 0x001eac48 0x1801ec048 5    12   .rdata  utf16le zh-sg
4875 0x001eac58 0x1801ec058 17   36   .rdata  utf16le german-luxembourg
4876 0x001eac80 0x1801ec080 17   36   .rdata  utf16le french-luxembourg
4877 0x001eaca8 0x1801ec0a8 16   34   .rdata  utf16le chinese-hongkong
4878 0x001eacd0 0x1801ec0d0 9    20   .rdata  utf16le hong-kong
4879 0x001eace8 0x1801ec0e8 5    12   .rdata  utf16le ky-kg
4880 0x001eacf8 0x1801ec0f8 5    12   .rdata  utf16le ar-eg
4881 0x001ead08 0x1801ec108 5    12   .rdata  utf16le bg-bg
4882 0x001ead18 0x1801ec118 14   30   .rdata  utf16le english-belize
4883 0x001ead38 0x1801ec138 5    12   .rdata  utf16le ar-ye
4884 0x001ead48 0x1801ec148 12   26   .rdata  utf16le rundll32.exe
4885 0x001ead68 0x1801ec168 5    12   .rdata  utf16le es-ve
4886 0x001ead80 0x1801ec180 7    16   .rdata  utf16le chinese
4887 0x001ead90 0x1801ec190 10   22   .rdata  utf16le kernelbase
4888 0x001eada8 0x1801ec1a8 5    12   .rdata  utf16le sv-se
4889 0x001eadb8 0x1801ec1b8 6    14   .rdata  utf16le smj-se
4890 0x001eadc8 0x1801ec1c8 5    12   .rdata  utf16le se-se
4891 0x001eadd8 0x1801ec1d8 6    14   .rdata  utf16le sma-se
4892 0x001eade8 0x1801ec1e8 17   36   .rdata  utf16le chinese-singapore
4893 0x001eae10 0x1801ec210 11   24   .rdata  utf16le english-ire
4894 0x001eae28 0x1801ec228 6    14   .rdata  utf16le quz-pe
4895 0x001eae38 0x1801ec238 5    12   .rdata  utf16le es-pe
4896 0x001eae48 0x1801ec248 4    10   .rdata  utf16le June
4897 0x001eae58 0x1801ec258 13   28   .rdata  utf16le spanish-chile
4898 0x001eae78 0x1801ec278 11   24   .rdata  utf16le !_is_double
4899 0x001eae90 0x1801ec290 10   22   .rdata  utf16le _is_double
4900 0x001eaea8 0x1801ec2a8 21   44   .rdata  utf16le !x-sys-default-locale
4901 0x001eaed8 0x1801ec2d8 5    12   .rdata  utf16le sw-ke
4902 0x001eaee8 0x1801ec2e8 5    12   .rdata  utf16le en-ie
4903 0x001eaef8 0x1801ec2f8 5    12   .rdata  utf16le ka-ge
4904 0x001eaf08 0x1801ec308 5    12   .rdata  utf16le et-ee
4905 0x001eaf18 0x1801ec318 5    12   .rdata  utf16le de-de
4906 0x001eaf28 0x1801ec328 5    12   .rdata  utf16le fr-be
4907 0x001eaf38 0x1801ec338 5    12   .rdata  utf16le nl-be
4908 0x001eaf48 0x1801ec348 5    12   .rdata  utf16le ar-ae
4909 0x001eaf58 0x1801ec358 15   32   .rdata  utf16le swedish-finland
4910 0x001eaf78 0x1801ec378 7    16   .rdata  utf16le holland
4911 0x001eaf88 0x1801ec388 7    16   .rdata  utf16le england
4912 0x001eaf98 0x1801ec398 11   24   .rdata  utf16le new-zealand
4913 0x001eafb0 0x1801ec3b0 4    10   .rdata  utf16le .cmd
4914 0x001eafc0 0x1801ec3c0 5    12   .rdata  utf16le id-id
4915 0x001eafd0 0x1801ec3d0 18   38   .rdata  utf16le chinese-simplified
4916 0x001eb000 0x1801ec400 5    12   .rdata  utf16le fr-mc
4917 0x001eb010 0x1801ec410 26   54   .rdata  utf16le spanish-dominican republic
4918 0x001eb050 0x1801ec450 6    14   .rdata  utf16le quz-ec
4919 0x001eb060 0x1801ec460 5    12   .rdata  utf16le es-ec
4920 0x001eb070 0x1801ec470 5    12   .rdata  utf16le ar-lb
4921 0x001eb080 0x1801ec480 5    12   .rdata  utf16le cy-gb
4922 0x001eb090 0x1801ec490 5    12   .rdata  utf16le en-gb
4923 0x001eb0a8 0x1801ec4a8 5    12   .rdata  utf16le en-cb
4924 0x001eb0d0 0x1801ec4d0 5    12   .rdata  utf16le zu-za
4925 0x001eb0e0 0x1801ec4e0 5    12   .rdata  utf16le ns-za
4926 0x001eb0f0 0x1801ec4f0 5    12   .rdata  utf16le tn-za
4927 0x001eb100 0x1801ec500 5    12   .rdata  utf16le en-za
4928 0x001eb110 0x1801ec510 5    12   .rdata  utf16le xh-za
4929 0x001eb120 0x1801ec520 5    12   .rdata  utf16le af-za
4930 0x001eb130 0x1801ec530 17   36   .rdata  utf16le spanish-nicaragua
4931 0x001eb158 0x1801ec558 5    12   .rdata  utf16le uk-ua
4932 0x001eb168 0x1801ec568 11   24   .rdata  utf16le english-usa
4933 0x001eb180 0x1801ec580 5    12   .rdata  utf16le ar-sa
4934 0x001eb190 0x1801ec590 5    12   .rdata  utf16le ar-qa
4935 0x001eb1a0 0x1801ec5a0 5    12   .rdata  utf16le es-pa
4936 0x001eb1b0 0x1801ec5b0 17   36   .rdata  utf16le spanish-argentina
4937 0x001eb1d8 0x1801ec5d8 8    18   .rdata  utf16le pr-china
4938 0x001eb1f0 0x1801ec5f0 8    18   .rdata  utf16le pr china
4939 0x001eb208 0x1801ec608 5    12   .rdata  utf16le china
4940 0x001eb218 0x1801ec618 14   30   .rdata  utf16le spanish-panama
4941 0x001eb238 0x1801ec638 5    12   .rdata  utf16le ar-ma
4942 0x001eb248 0x1801ec648 17   36   .rdata  utf16le spanish-venezuela
4943 0x001eb270 0x1801ec670 17   36   .rdata  utf16le spanish-guatemala
4944 0x001eb298 0x1801ec698 15   32   .rdata  utf16le spanish-bolivia
4945 0x001eb2b8 0x1801ec6b8 16   34   .rdata  utf16le spanish-colombia
4946 0x001eb2e0 0x1801ec6e0 11   24   .rdata  utf16le south-korea
4947 0x001eb2f8 0x1801ec6f8 11   24   .rdata  utf16le south korea
4948 0x001eb310 0x1801ec710 12   26   .rdata  utf16le south-africa
4949 0x001eb330 0x1801ec730 20   42   .rdata  utf16le english-south africa
4950 0x001eb360 0x1801ec760 7    16   .rdata  utf16le america
4951 0x001eb370 0x1801ec770 18   38   .rdata  utf16le spanish-costa rica
4952 0x001eb398 0x1801ec798 15   32   .rdata  utf16le english-jamaica
4953 0x001eb3b8 0x1801ec7b8 5    12   .rdata  utf16le fr-ca
4954 0x001eb3c8 0x1801ec7c8 5    12   .rdata  utf16le en-ca
4955 0x001eb3d8 0x1801ec7d8 5    12   .rdata  utf16le hr-ba
4956 0x001eb3f0 0x1801ec7f0 5    12   .rdata  utf16le en-NZ
4957 0x001eb400 0x1801ec800 5    12   .rdata  utf16le mi-NZ
4958 0x001eb410 0x1801ec810 5    12   .rdata  utf16le kk-KZ
4959 0x001eb420 0x1801ec820 5    12   .rdata  utf16le ar-DZ
4960 0x001eb430 0x1801ec830 5    12   .rdata  utf16le cs-CZ
4961 0x001eb440 0x1801ec840 5    12   .rdata  utf16le en-BZ
4962 0x001eb450 0x1801ec850 5    12   .rdata  utf16le es-UY
4963 0x001eb460 0x1801ec860 6    14   .rdata  utf16le syr-SY
4964 0x001eb470 0x1801ec870 5    12   .rdata  utf16le ar-SY
4965 0x001eb480 0x1801ec880 11   24   .rdata  utf16le LC_MONETARY
4966 0x001eb498 0x1801ec898 5    12   .rdata  utf16le es-PY
4967 0x001eb4a8 0x1801ec8a8 5    12   .rdata  utf16le ms-MY
4968 0x001eb4b8 0x1801ec8b8 5    12   .rdata  utf16le ar-LY
4969 0x001eb4c8 0x1801ec8c8 5    12   .rdata  utf16le be-BY
4970 0x001eb4d8 0x1801ec8d8 5    12   .rdata  utf16le es-MX
4971 0x001eb4e8 0x1801ec8e8 5    12   .rdata  utf16le en-ZW
4972 0x001eb4f8 0x1801ec8f8 5    12   .rdata  utf16le zh-TW
4973 0x001eb508 0x1801ec908 5    12   .rdata  utf16le ar-KW
4974 0x001eb518 0x1801ec918 5    12   .rdata  utf16le es-SV
4975 0x001eb528 0x1801ec928 6    14   .rdata  utf16le div-MV
4976 0x001eb538 0x1801ec938 5    12   .rdata  utf16le lv-LV
4977 0x001eb548 0x1801ec948 5    12   .rdata  utf16le ru-RU
4978 0x001eb558 0x1801ec958 5    12   .rdata  utf16le tt-RU
4979 0x001eb568 0x1801ec968 5    12   .rdata  utf16le fr-LU
4980 0x001eb578 0x1801ec978 5    12   .rdata  utf16le de-LU
4981 0x001eb588 0x1801ec988 5    12   .rdata  utf16le hu-HU
4982 0x001eb598 0x1801ec998 5    12   .rdata  utf16le en-AU
4983 0x001eb5a8 0x1801ec9a8 5    12   .rdata  utf16le en-TT
4984 0x001eb5b8 0x1801ec9b8 5    12   .rdata  utf16le pt-PT
4985 0x001eb5c8 0x1801ec9c8 5    12   .rdata  utf16le mt-MT
4986 0x001eb5d8 0x1801ec9d8 5    12   .rdata  utf16le lt-LT
4987 0x001eb5e8 0x1801ec9e8 5    12   .rdata  utf16le it-IT
4988 0x001eb5f8 0x1801ec9f8 6    14   .rdata  utf16le zh-CHT
4989 0x001eb608 0x1801eca08 5    12   .rdata  utf16le es-GT
4990 0x001eb618 0x1801eca18 5    12   .rdata  utf16le de-AT
4991 0x001eb628 0x1801eca28 5    12   .rdata  utf16le en-US
4992 0x001eb638 0x1801eca38 5    12   .rdata  utf16le is-IS
4993 0x001eb648 0x1801eca48 6    14   .rdata  utf16le zh-CHS
4994 0x001eb658 0x1801eca58 5    12   .rdata  utf16le eu-ES
4995 0x001eb668 0x1801eca68 5    12   .rdata  utf16le es-ES
4996 0x001eb678 0x1801eca78 5    12   .rdata  utf16le gl-ES
4997 0x001eb688 0x1801eca88 5    12   .rdata  utf16le ca-ES
4998 0x001eb698 0x1801eca98 5    12   .rdata  utf16le tr-TR
4999 0x001eb6a8 0x1801ecaa8 5    12   .rdata  utf16le es-PR
5000 0x001eb6b8 0x1801ecab8 5    12   .rdata  utf16le ko-KR
5001 0x001eb6c8 0x1801ecac8 5    12   .rdata  utf16le fa-IR
5002 0x001eb6d8 0x1801ecad8 5    12   .rdata  utf16le hr-HR
5003 0x001eb6e8 0x1801ecae8 5    12   .rdata  utf16le el-GR
5004 0x001eb6f8 0x1801ecaf8 5    12   .rdata  utf16le fr-FR
5005 0x001eb708 0x1801ecb08 12   26   .rdata  utf16le CURRENT_USER
5006 0x001eb728 0x1801ecb28 5    12   .rdata  utf16le es-CR
5007 0x001eb738 0x1801ecb38 5    12   .rdata  utf16le pt-BR
5008 0x001eb748 0x1801ecb48 5    12   .rdata  utf16le es-AR
5009 0x001eb758 0x1801ecb58 5    12   .rdata  utf16le ar-IQ
5010 0x001eb768 0x1801ecb68 5    12   .rdata  utf16le ja-JP
5011 0x001eb788 0x1801ecb88 5    12   .rdata  utf16le ro-RO
5012 0x001eb798 0x1801ecb98 5    12   .rdata  utf16le nn-NO
5013 0x001eb7a8 0x1801ecba8 6    14   .rdata  utf16le smj-NO
5014 0x001eb7b8 0x1801ecbb8 5    12   .rdata  utf16le se-NO
5015 0x001eb7c8 0x1801ecbc8 5    12   .rdata  utf16le nb-NO
5016 0x001eb7d8 0x1801ecbd8 6    14   .rdata  utf16le sma-NO
5017 0x001eb7e8 0x1801ecbe8 5    12   .rdata  utf16le zh-MO
5018 0x001eb7f8 0x1801ecbf8 5    12   .rdata  utf16le ar-JO
5019 0x001eb808 0x1801ecc08 5    12   .rdata  utf16le fo-FO
5020 0x001eb818 0x1801ecc18 5    12   .rdata  utf16le es-DO
5021 0x001eb828 0x1801ecc28 5    12   .rdata  utf16le es-CO
5022 0x001eb838 0x1801ecc38 6    14   .rdata  utf16le quz-BO
5023 0x001eb848 0x1801ecc48 5    12   .rdata  utf16le es-BO
5024 0x001eb858 0x1801ecc58 5    12   .rdata  utf16le vi-VN
5025 0x001eb868 0x1801ecc68 5    12   .rdata  utf16le ar-TN
5026 0x001eb878 0x1801ecc78 5    12   .rdata  utf16le mn-MN
5027 0x001eb888 0x1801ecc88 5    12   .rdata  utf16le gu-IN
5028 0x001eb898 0x1801ecc98 5    12   .rdata  utf16le mr-IN
5029 0x001eb8a8 0x1801ecca8 5    12   .rdata  utf16le kn-IN
5030 0x001eb8b8 0x1801eccb8 5    12   .rdata  utf16le bn-IN
5031 0x001eb8c8 0x1801eccc8 5    12   .rdata  utf16le ml-IN
5032 0x001eb8d8 0x1801eccd8 6    14   .rdata  utf16le kok-IN
5033 0x001eb8e8 0x1801ecce8 5    12   .rdata  utf16le hi-IN
5034 0x001eb8f8 0x1801eccf8 5    12   .rdata  utf16le te-IN
5035 0x001eb908 0x1801ecd08 5    12   .rdata  utf16le ta-IN
5036 0x001eb918 0x1801ecd18 5    12   .rdata  utf16le sa-IN
5037 0x001eb928 0x1801ecd28 5    12   .rdata  utf16le pa-IN
5038 0x001eb938 0x1801ecd38 5    12   .rdata  utf16le es-HN
5039 0x001eb948 0x1801ecd48 5    12   .rdata  utf16le zh-CN
5040 0x001eb958 0x1801ecd58 5    12   .rdata  utf16le ms-BN
5041 0x001eb968 0x1801ecd68 5    12   .rdata  utf16le ar-OM
5042 0x001eb978 0x1801ecd78 5    12   .rdata  utf16le en-JM
5043 0x001eb988 0x1801ecd88 5    12   .rdata  utf16le hy-AM
5044 0x001eb998 0x1801ecd98 5    12   .rdata  utf16le pl-PL
5045 0x001eb9a8 0x1801ecda8 5    12   .rdata  utf16le nl-NL
5046 0x001eb9b8 0x1801ecdb8 6    14   .rdata  utf16le LC_ALL
5047 0x001eb9c8 0x1801ecdc8 5    12   .rdata  utf16le he-IL
5048 0x001eb9d8 0x1801ecdd8 5    12   .rdata  utf16le es-CL
5049 0x001eb9e8 0x1801ecde8 5    12   .rdata  utf16le sq-AL
5050 0x001eb9f8 0x1801ecdf8 5    12   .rdata  utf16le sk-SK
5051 0x001eba08 0x1801ece08 5    12   .rdata  utf16le ur-PK
5052 0x001eba18 0x1801ece18 5    12   .rdata  utf16le mk-MK
5053 0x001eba28 0x1801ece28 5    12   .rdata  utf16le zh-HK
5054 0x001eba38 0x1801ece38 5    12   .rdata  utf16le da-DK
5055 0x001eba48 0x1801ece48 5    12   .rdata  utf16le sl-SI
5056 0x001eba58 0x1801ece58 5    12   .rdata  utf16le es-NI
5057 0x001eba68 0x1801ece68 5    12   .rdata  utf16le de-LI
5058 0x001eba78 0x1801ece78 5    12   .rdata  utf16le sv-FI
5059 0x001eba88 0x1801ece88 6    14   .rdata  utf16le sms-FI
5060 0x001eba98 0x1801ece98 6    14   .rdata  utf16le smn-FI
5061 0x001ebaa8 0x1801ecea8 5    12   .rdata  utf16le fi-FI
5062 0x001ebab8 0x1801eceb8 5    12   .rdata  utf16le se-FI
5063 0x001ebac8 0x1801ecec8 5    12   .rdata  utf16le th-TH
5064 0x001ebad8 0x1801eced8 5    12   .rdata  utf16le en-PH
5065 0x001ebae8 0x1801ecee8 5    12   .rdata  utf16le it-CH
5066 0x001ebaf8 0x1801ecef8 5    12   .rdata  utf16le fr-CH
5067 0x001ebb08 0x1801ecf08 5    12   .rdata  utf16le de-CH
5068 0x001ebb18 0x1801ecf18 5    12   .rdata  utf16le ar-BH
5069 0x001ebb28 0x1801ecf28 5    12   .rdata  utf16le zh-SG
5070 0x001ebb38 0x1801ecf38 5    12   .rdata  utf16le ky-KG
5071 0x001ebb48 0x1801ecf48 5    12   .rdata  utf16le ar-EG
5072 0x001ebb58 0x1801ecf58 5    12   .rdata  utf16le bg-BG
5073 0x001ebb68 0x1801ecf68 5    12   .rdata  utf16le ar-YE
5074 0x001ebb78 0x1801ecf78 5    12   .rdata  utf16le es-VE
5075 0x001ebb88 0x1801ecf88 10   22   .rdata  utf16le LC_COLLATE
5076 0x001ebba0 0x1801ecfa0 5    12   .rdata  utf16le sv-SE
5077 0x001ebbb0 0x1801ecfb0 6    14   .rdata  utf16le smj-SE
5078 0x001ebbc0 0x1801ecfc0 5    12   .rdata  utf16le se-SE
5079 0x001ebbd0 0x1801ecfd0 6    14   .rdata  utf16le sma-SE
5080 0x001ebbe0 0x1801ecfe0 8    18   .rdata  utf16le LC_CTYPE
5081 0x001ebbf8 0x1801ecff8 6    14   .rdata  utf16le quz-PE
5082 0x001ebc08 0x1801ed008 5    12   .rdata  utf16le es-PE
5083 0x001ebc18 0x1801ed018 7    16   .rdata  utf16le LC_TIME
5084 0x001ebc28 0x1801ed028 5    12   .rdata  utf16le sw-KE
5085 0x001ebc38 0x1801ed038 5    12   .rdata  utf16le en-IE
5086 0x001ebc48 0x1801ed048 5    12   .rdata  utf16le ka-GE
5087 0x001ebc58 0x1801ed058 5    12   .rdata  utf16le et-EE
5088 0x001ebc68 0x1801ed068 5    12   .rdata  utf16le de-DE
5089 0x001ebc78 0x1801ed078 5    12   .rdata  utf16le fr-BE
5090 0x001ebc88 0x1801ed088 5    12   .rdata  utf16le nl-BE
5091 0x001ebc98 0x1801ed098 5    12   .rdata  utf16le ar-AE
5092 0x001ebca8 0x1801ed0a8 5    12   .rdata  utf16le id-ID
5093 0x001ebcb8 0x1801ed0b8 5    12   .rdata  utf16le fr-MC
5094 0x001ebcc8 0x1801ed0c8 10   22   .rdata  utf16le LC_NUMERIC
5095 0x001ebce0 0x1801ed0e0 6    14   .rdata  utf16le quz-EC
